id;code;name;id_categories;Sub-Category
1045;TEC-AC-10003038;Kingston Digital DataTraveler 16GB USB 2.0;15;Accessories
1046;OFF-BI-10000088;GBC Imprintable Covers;12;Binders
1047;OFF-AR-10003504;Newell 347;10;Art
1048;OFF-EN-10003160;Pastel Pink Envelopes;16;Envelopes
1049;TEC-AC-10003280;Belkin F8E887 USB Wired Ergonomic Keyboard;15;Accessories
1050;TEC-PH-10000169;ARKON Windshield Dashboard Air Vent Car Mount Holder;11;Phones
1051;OFF-PA-10001526;Xerox 1949;14;Paper
1052;OFF-AP-10004336;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;13;Appliances
1053;OFF-PA-10001357;Xerox 1886;14;Paper
1054;OFF-FA-10000992;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;17;Fasteners
1055;OFF-AR-10001221;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;10;Art
1056;TEC-PH-10004830;Pyle PRT45 Retro HomeÿTelephone;11;Phones
1057;OFF-PA-10004519;Spiral Phone Message Books with Labels by Adams;14;Paper
1058;FUR-BO-10000362;Sauder Inglewood Library Bookcases;4;Bookcases
1059;OFF-PA-10000308;Xerox 1901;14;Paper
1060;OFF-SU-10001165;Acme Elite Stainless Steel Scissors;18;Supplies
1061;FUR-FU-10001488;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";9;Furnishings
1062;OFF-AR-10003251;Prang Drawing Pencil Set;10;Art
1063;OFF-AR-10001044;BOSTON Ranger #55 Pencil Sharpener, Black;10;Art
1064;OFF-AR-10000823;Newell 307;10;Art
1065;OFF-AR-10004456;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;10;Art
1066;OFF-BI-10000591;Avery Binder Labels;12;Binders
1067;TEC-PH-10000441;VTech DS6151;11;Phones
1068;TEC-AC-10004855;V7 USB Numeric Keypad;15;Accessories
1069;OFF-AR-10001915;Peel-Off China Markers;10;Art
1070;OFF-ST-10000352;Acco Perma 2700 Stacking Storage Drawers;8;Storage
1071;OFF-PA-10000575;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;14;Paper
1072;FUR-FU-10002937;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";9;Furnishings
1073;TEC-AC-10003063;Micro Innovations USB RF Wireless Keyboard with Mouse;15;Accessories
1074;FUR-FU-10004415;Stacking Tray, Side-Loading, Legal, Smoke;9;Furnishings
1075;OFF-ST-10002011;Smead Adjustable Mobile File Trolley with Lockable Top;8;Storage
1076;TEC-PH-10000038;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;11;Phones
1077;OFF-PA-10002689;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);14;Paper
1078;TEC-CO-10001766;Canon PC940 Copier;20;Copiers
1079;OFF-PA-10004359;Multicolor Computer Printout Paper;14;Paper
1080;OFF-FA-10001135;Brites Rubber Bands, 1 1/2 oz. Box;17;Fasteners
1081;OFF-BI-10004224;Catalog Binders with Expanding Posts;12;Binders
1082;TEC-PH-10003357;Grandstream GXP2100 Mainstream Business Phone;11;Phones
1083;OFF-PA-10004475;Xerox 1940;14;Paper
1084;OFF-PA-10003001;Xerox 1986;14;Paper
1085;OFF-FA-10000611;Binder Clips by OIC;17;Fasteners
1086;OFF-BI-10001116;"Wilson Jones 1"" Hanging DublLock Ring Binders";12;Binders
1087;TEC-PH-10004922;RCA Visys Integrated PBX 8-Line Router;11;Phones
1088;OFF-BI-10002353;GBC VeloBind Cover Sets;12;Binders
1089;OFF-FA-10002676;Colored Push Pins;17;Fasteners
1090;TEC-AC-10003023;Logitech G105 Gaming Keyboard;15;Accessories
1091;OFF-PA-10000167;Xerox 1925;14;Paper
1092;TEC-PH-10002185;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;11;Phones
1093;FUR-FU-10000758;DAX Natural Wood-Tone Poster Frame;9;Furnishings
1094;TEC-MA-10004679;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;19;Machines
1095;OFF-AP-10002495;Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets;13;Appliances
1096;OFF-BI-10002414;GBC ProClick Spines for 32-Hole Punch;12;Binders
1097;TEC-AC-10003133;Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive;15;Accessories
1098;TEC-AC-10002006;Memorex Micro Travel Drive 16 GB;15;Accessories
1099;OFF-LA-10002381;Avery 497;6;Labels
1100;OFF-FA-10001843;Staples;17;Fasteners
1101;OFF-LA-10003077;Avery 500;6;Labels
1102;OFF-PA-10003424;"""While you Were Out"" Message Book, One Form per Page";14;Paper
1103;OFF-PA-10004405;Rediform Voice Mail Log Books;14;Paper
1104;FUR-BO-10003965;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;4;Bookcases
1105;FUR-FU-10002088;Nu-Dell Float Frame 11 x 14 1/2;9;Furnishings
1106;TEC-AC-10000736;Logitech G600 MMO Gaming Mouse;15;Accessories
1107;FUR-BO-10003966;Sauder Facets Collection Library, Sky Alder Finish;4;Bookcases
1108;OFF-AP-10000828;Avanti 4.4 Cu. Ft. Refrigerator;13;Appliances
1109;OFF-AP-10002906;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;13;Appliances
1110;OFF-AP-10003860;Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;13;Appliances
1111;FUR-TA-10001307;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;7;Tables
1112;OFF-PA-10001457;White GlueTop Scratch Pads;14;Paper
1113;OFF-AP-10002082;Holmes HEPA Air Purifier;13;Appliances
1114;TEC-AC-10003590;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;15;Accessories
1115;OFF-PA-10004355;Xerox 231;14;Paper
1116;OFF-PA-10004947;Easy-staple paper;14;Paper
1117;FUR-TA-10004607;Hon 2111 Invitation Series Straight Table;7;Tables
1118;OFF-PA-10003893;Xerox 1962;14;Paper
1119;TEC-PH-10001817;Wilson Electronics DB Pro Signal Booster;11;Phones
1120;FUR-BO-10000330;Sauder Camden County Barrister Bookcase, Planked Cherry Finish;4;Bookcases
1121;OFF-BI-10001900;DXL Angle-View Binders with Locking Rings, Black;12;Binders
1122;FUR-BO-10003159;Sauder Camden County Collection Libraries, Planked Cherry Finish;4;Bookcases
1123;FUR-FU-10001591;Advantus Panel Wall Certificate Holder - 8.5x11;9;Furnishings
1124;OFF-LA-10002034;Avery 478;6;Labels
1125;OFF-BI-10001628;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";12;Binders
1126;OFF-ST-10000877;Recycled Steel Personal File for Standard File Folders;8;Storage
1127;OFF-AR-10004752;Blackstonian Pencils;10;Art
1128;OFF-PA-10000675;Xerox 1919;14;Paper
1129;OFF-PA-10001609;Tops Wirebound Message Log Books;14;Paper
1130;TEC-PH-10001615;AT&T CL82213;11;Phones
1131;TEC-AC-10004568;MaxellÿLTO Ultrium - 800 GB;15;Accessories
1132;FUR-CH-10001854;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;5;Chairs
1133;OFF-AR-10000475;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;10;Art
1134;TEC-PH-10000455;GE 30522EE2;11;Phones
1135;OFF-PA-10001994;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";14;Paper
1136;TEC-AC-10002926;Logitech Wireless Marathon Mouse M705;15;Accessories
1137;TEC-PH-10004897;Mediabridge Sport Armband iPhone 5s;11;Phones
1138;FUR-FU-10001196;DAX Cubicle Frames - 8x10;9;Furnishings
1139;OFF-PA-10000595;Xerox 1929;14;Paper
1140;OFF-LA-10000443;Avery 501;6;Labels
1141;OFF-LA-10001771;Avery 513;6;Labels
1142;OFF-AP-10001394;Harmony Air Purifier;13;Appliances
1143;FUR-FU-10002553;Electrix Incandescent Magnifying Lamp, Black;9;Furnishings
1144;OFF-AP-10004233;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;13;Appliances
1145;FUR-CH-10004754;Global Stack Chair with Arms, Black;5;Chairs
1146;OFF-PA-10000809;Xerox 206;14;Paper
1147;FUR-FU-10002878;"Seth Thomas 14"" Day/Date Wall Clock";9;Furnishings
1148;TEC-PH-10002624;Samsung Galaxy S4 Mini;11;Phones
1149;TEC-PH-10002885;Apple iPhone 5;11;Phones
1150;TEC-PH-10000895;Polycom VVX 310 VoIP phone;11;Phones
1151;TEC-MA-10000488;Bady BDG101FRU Card Printer;19;Machines
1152;OFF-PA-10003729;Xerox 1998;14;Paper
1153;OFF-AP-10001005;Honeywell Quietcare HEPA Air Cleaner;13;Appliances
1154;FUR-CH-10000988;Hon Olson Stacker Stools;5;Chairs
1155;FUR-FU-10001986;"Dana Fluorescent Magnifying Lamp, White, 36""";9;Furnishings
1156;FUR-FU-10004973;Flat Face Poster Frame;9;Furnishings
1157;OFF-ST-10000464;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;8;Storage
1158;OFF-PA-10000528;Xerox 1981;14;Paper
1159;OFF-PA-10003129;Tops White Computer Printout Paper;14;Paper
1160;OFF-AR-10003631;Staples in misc. colors;10;Art
1161;OFF-BI-10002133;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";12;Binders
1162;TEC-PH-10004959;Classic Ivory AntiqueÿTelephoneÿZL1810;11;Phones
1163;FUR-BO-10001918;Sauder Forest Hills Library with Doors, Woodland Oak Finish;4;Bookcases
1164;FUR-FU-10001617;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";9;Furnishings
1165;TEC-PH-10002824;Jabra SPEAK 410 Multidevice Speakerphone;11;Phones
1166;OFF-PA-10003309;Xerox 211;14;Paper
1167;OFF-ST-10002554;Tennsco Industrial Shelving;8;Storage
1168;OFF-AR-10002067;Newell 334;10;Art
1169;FUR-TA-10004175;"Hon 30"" x 60"" Table with Locking Drawer";7;Tables
1170;FUR-TA-10004767;Safco Drafting Table;7;Tables
1171;OFF-EN-10002621;Staple envelope;16;Envelopes
1172;OFF-LA-10003714;Avery 510;6;Labels
1173;FUR-FU-10001889;Ultra Door Pull Handle;9;Furnishings
1174;OFF-AR-10003723;Avery Hi-Liter Fluorescent Desk Style Markers;10;Art
1175;OFF-PA-10000241;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";14;Paper
1176;OFF-AR-10001446;Newell 309;10;Art
1177;OFF-BI-10001359;GBC DocuBind TL300 Electric Binding System;12;Binders
1178;OFF-EN-10001749;Jiffy Padded Mailers with Self-Seal Closure;16;Envelopes
1179;OFF-BI-10004390;GBC DocuBind 200 Manual Binding Machine;12;Binders
1180;TEC-PH-10004924;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";11;Phones
1181;FUR-CH-10000155;Global Comet Stacking Armless Chair;5;Chairs
1182;OFF-BI-10001757;Pressboard Hanging Data Binders for Unburst Sheets;12;Binders
1183;FUR-FU-10004093;Hand-Finished Solid Wood Document Frame;9;Furnishings
1184;FUR-FU-10001037;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;9;Furnishings
1185;OFF-PA-10001878;Xerox 1891;14;Paper
1186;TEC-MA-10003674;Hewlett-Packard Deskjet 5550 Printer;19;Machines
1187;OFF-LA-10003190;Avery 474;6;Labels
1188;TEC-PH-10001809;Panasonic KX T7736-B Digital phone;11;Phones
1189;OFF-BI-10003091;GBC DocuBind TL200 Manual Binding Machine;12;Binders
1190;FUR-CH-10003981;Global Commerce Series Low-Back Swivel/Tilt Chairs;5;Chairs
1191;OFF-ST-10002562;Staple magnet;8;Storage
1192;TEC-PH-10004345;Cisco SPA 502G IP Phone;11;Phones
1193;TEC-PH-10001198;Avaya 4621SW VoIP phone;11;Phones
1194;OFF-PA-10001972;Xerox 214;14;Paper
1195;TEC-PH-10002483;Motorola Moto X;11;Phones
1196;FUR-BO-10000468;O'Sullivan 2-Shelf Heavy-Duty Bookcases;4;Bookcases
1197;TEC-AC-10001284;Enermax Briskie RF Wireless Keyboard and Mouse Combo;15;Accessories
1198;OFF-BI-10002082;GBC Twin Loop Wire Binding Elements;12;Binders
1199;OFF-ST-10001505;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";8;Storage
1200;OFF-AR-10004582;BIC Brite Liner Grip Highlighters;10;Art
1201;TEC-AC-10002842;WD My Passport Ultra 2TB Portable External Hard Drive;15;Accessories
1202;OFF-AP-10004785;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;13;Appliances
1203;TEC-AC-10002217;ImationÿClip USBÿflash driveÿ- 8 GB;15;Accessories
1204;OFF-BI-10002954;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;12;Binders
1205;OFF-AP-10003281;Acco 6 Outlet Guardian Standard Surge Suppressor;13;Appliances
1206;OFF-SU-10000898;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";18;Supplies
1207;OFF-BI-10001249;Avery Heavy-Duty EZD View Binder with Locking Rings;12;Binders
1208;TEC-AC-10002718;Belkin Standard 104 key USB Keyboard;15;Accessories
1209;TEC-PH-10002352;Avaya IP Phone 1140E VoIP phone;11;Phones
1210;FUR-CH-10003774;Global Wood Trimmed Manager's Task Chair, Khaki;5;Chairs
1211;OFF-AR-10000127;Newell 321;10;Art
1212;TEC-PH-10003811;Jabra Supreme Plus Driver EditionÿHeadset;11;Phones
1213;OFF-BI-10002393;Binder Posts;12;Binders
1214;FUR-TA-10002855;Bevis Round Conference Table Top & Single Column Base;7;Tables
1215;OFF-EN-10000781;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";16;Envelopes
1216;OFF-PA-10002160;Xerox 1978;14;Paper
1217;OFF-AR-10002257;Eldon Spacemaker Box, Quick-Snap Lid, Clear;10;Art
1218;OFF-FA-10004395;Plymouth Boxed Rubber Bands by Plymouth;17;Fasteners
1219;OFF-AP-10002534;3.6 Cubic Foot Counter Height Office Refrigerator;13;Appliances
1220;FUR-BO-10003034;O'Sullivan Elevations Bookcase, Cherry Finish;4;Bookcases
1221;OFF-ST-10000943;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;8;Storage
1222;OFF-PA-10000533;Southworth Parchment Paper & Envelopes;14;Paper
1223;OFF-ST-10001172;Tennsco Lockers, Sand;8;Storage
1224;OFF-PA-10001661;Xerox 1922;14;Paper
1225;OFF-BI-10004817;GBC Personal VeloBind Strips;12;Binders
1226;FUR-CH-10003833;Novimex Fabric Task Chair;5;Chairs
1227;FUR-FU-10003142;Master Big Foot Doorstop, Beige;9;Furnishings
1228;TEC-AC-10001114;Microsoft Wireless Mobile Mouse 4000;15;Accessories
1229;OFF-FA-10002975;Staples;17;Fasteners
1230;OFF-ST-10003996;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;8;Storage
1231;OFF-BI-10002571;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";12;Binders
1232;OFF-PA-10000477;Xerox 1952;14;Paper
1233;OFF-BI-10004209;Fellowes Twister Kit, Gray/Clear, 3/pkg;12;Binders
1234;TEC-AC-10002800;Plantronics Audio 478 Stereo USB Headset;15;Accessories
1235;FUR-TA-10003954;Hon 94000 Series Round Tables;7;Tables
1236;TEC-AC-10003289;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;15;Accessories
1237;TEC-PH-10002468;Plantronics CS 50-USB -ÿheadsetÿ- Convertible, Monaural;11;Phones
1238;OFF-PA-10001295;Computer Printout Paper with Letter-Trim Perforations;14;Paper
1239;OFF-LA-10000248;Avery 52;6;Labels
1240;OFF-FA-10004076;Translucent Push Pins by OIC;17;Fasteners
1241;OFF-LA-10004008;Avery 507;6;Labels
1242;OFF-AR-10001177;Newell 349;10;Art
1243;OFF-BI-10001718;GBC DocuBind P50 Personal Binding Machine;12;Binders
1244;OFF-AR-10004602;Boston KS Multi-Size Manual Pencil Sharpener;10;Art
1245;OFF-ST-10000078;Tennsco 6- and 18-Compartment Lockers;8;Storage
1246;OFF-AR-10004272;Newell 308;10;Art
1247;TEC-PH-10001578;Polycom SoundStation2 EX Conferenceÿphone;11;Phones
1248;OFF-ST-10003638;Mobile Personal File Cube;8;Storage
1249;FUR-BO-10002213;DMI Eclipse Executive Suite Bookcases;4;Bookcases
1250;OFF-EN-10003040;Quality Park Security Envelopes;16;Envelopes
1251;TEC-PH-10000923;Belkin SportFit Armband For iPhone 5s/5c, Fuchsia;11;Phones
1252;FUR-FU-10003623;DataProducts Ampli Magnifier Task Lamp, Black,;9;Furnishings
1253;OFF-AP-10000124;Acco 6 Outlet Guardian Basic Surge Suppressor;13;Appliances
1254;OFF-AR-10004511;Sanford Colorific Scented Colored Pencils, 12/Pack;10;Art
1255;OFF-PA-10003883;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";14;Paper
1256;TEC-PH-10002807;Motorla HX550 Universal Bluetooth Headset;11;Phones
1257;FUR-FU-10002364;Eldon Expressions Wood Desk Accessories, Oak;9;Furnishings
1258;OFF-SU-10001664;Acme Office Executive Series Stainless Steel Trimmers;18;Supplies
1259;FUR-TA-10003238;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";7;Tables
1260;TEC-PH-10001536;Spigen Samsung Galaxy S5 Case Wallet;11;Phones
1261;OFF-AR-10004956;Newell 33;10;Art
1262;OFF-AR-10003696;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;10;Art
1263;OFF-PA-10000551;Array Memo Cubes;14;Paper
1264;OFF-BI-10004506;Wilson Jones data.warehouse D-Ring Binders with DublLock;12;Binders
1265;OFF-PA-10000740;Xerox 1982;14;Paper
1266;FUR-CH-10002084;Hon Mobius Operator's Chair;5;Chairs
1267;OFF-AP-10000692;Fellowes Mighty 8 Compact Surge Protector;13;Appliances
1268;OFF-AP-10000252;Harmony HEPA Quiet Air Purifiers;13;Appliances
1269;FUR-FU-10004748;"Howard Miller 16"" Diameter Gallery Wall Clock";9;Furnishings
1270;OFF-AR-10000538;Boston Model 1800 Electric Pencil Sharpener, Gray;10;Art
1271;TEC-PH-10001079;Polycom SoundPoint Pro SE-225 Corded phone;11;Phones
1272;OFF-AP-10003842;Euro-Pro Shark Turbo Vacuum;13;Appliances
1273;FUR-CH-10000553;Metal Folding Chairs, Beige, 4/Carton;5;Chairs
1274;OFF-AR-10003469;Nontoxic Chalk;10;Art
1275;OFF-PA-10003790;Xerox 1991;14;Paper
1276;FUR-BO-10002202;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;4;Bookcases
1277;OFF-AP-10002765;Fellowes Advanced Computer Series Surge Protectors;13;Appliances
1278;OFF-ST-10003692;Recycled Steel Personal File for Hanging File Folders;8;Storage
1279;TEC-PH-10001051;HTC One;11;Phones
1280;OFF-AR-10000817;Manco Dry-Lighter Erasable Highlighter;10;Art
1281;OFF-SU-10000952;Fiskars Home & Office Scissors;18;Supplies
1282;FUR-FU-10004597;Eldon Cleatmat Chair Mats for Medium Pile Carpets;9;Furnishings
1283;OFF-BI-10002982;Avery Self-Adhesive Photo Pockets for Polaroid Photos;12;Binders
1284;OFF-PA-10004285;Xerox 1959;14;Paper
1285;OFF-AP-10001391;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;13;Appliances
1286;TEC-PH-10001944;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;11;Phones
1287;OFF-PA-10001776;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";14;Paper
1288;TEC-AC-10004145;Logitech diNovo Edge Keyboard;15;Accessories
1289;OFF-PA-10003919;Xerox 1989;14;Paper
1290;OFF-PA-10002001;Xerox 1984;14;Paper
1291;OFF-PA-10002787;Xerox 227;14;Paper
1292;OFF-ST-10003123;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;8;Storage
1293;FUR-FU-10000308;Deflect-o Glass Clear Studded Chair Mats;9;Furnishings
1294;TEC-CO-10003763;Canon PC1060 Personal Laser Copier;20;Copiers
1295;FUR-TA-10001866;Bevis Round Conference Room Tables and Bases;7;Tables
1296;OFF-AP-10002222;Staple holder;13;Appliances
1297;OFF-PA-10003971;Xerox 1965;14;Paper
1298;OFF-AP-10004036;Bionaire 99.97% HEPA Air Cleaner;13;Appliances
1299;OFF-AP-10002287;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags;13;Appliances
1300;FUR-TA-10001950;Balt Solid Wood Round Tables;7;Tables
1301;TEC-PH-10001527;Plantronics MX500i Earset;11;Phones
1302;TEC-AC-10003095;Logitech G35 7.1-Channel Surround Sound Headset;15;Accessories
1303;TEC-AC-10000358;ImationÿSecureÿDriveÿ+ Hardware Encrypted USBÿflash driveÿ- 16 GB;15;Accessories
1304;OFF-EN-10004147;Wausau Papers Astrobrights Colored Envelopes;16;Envelopes
1305;FUR-FU-10001468;Tenex Antistatic Computer Chair Mats;9;Furnishings
1306;OFF-PA-10000380;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";14;Paper
1307;OFF-AP-10000026;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;13;Appliances
1308;OFF-PA-10003936;Xerox 1994;14;Paper
1309;FUR-FU-10002501;Nu-Dell Executive Frame;9;Furnishings
1310;OFF-AP-10001205;Belkin 5 Outlet SurgeMaster Power Centers;13;Appliances
1311;OFF-BI-10004141;Insertable Tab Indexes For Data Binders;12;Binders
1312;OFF-BI-10000632;Satellite Sectional Post Binders;12;Binders
1313;TEC-AC-10004864;Memorex Micro Travel Drive 32 GB;15;Accessories
1314;TEC-MA-10000597;Lexmark S315 Color Inkjet Printer;19;Machines
1315;OFF-PA-10002960;Xerox 1926;14;Paper
1316;OFF-PA-10000919;Xerox 1918;14;Paper
1317;OFF-BI-10001553;SpineVue Locking Slant-D Ring Binders by Cardinal;12;Binders
1318;OFF-AP-10004540;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;13;Appliances
1319;FUR-CH-10001714;Global Leather & Oak Executive Chair, Burgundy;5;Chairs
1320;FUR-FU-10002298;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";9;Furnishings
1321;OFF-AR-10000315;Dixon Ticonderoga Maple Cedar Pencil, #2;10;Art
1322;OFF-FA-10000936;Acco Hot Clips Clips to Go;17;Fasteners
1323;OFF-SU-10004768;Acme Kleencut Forged Steel Scissors;18;Supplies
1324;OFF-PA-10002581;Xerox 1951;14;Paper
1325;OFF-AP-10002403;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;13;Appliances
1326;OFF-AR-10003087;Staples in misc. colors;10;Art
1327;TEC-PH-10000141;Clearsounds A400;11;Phones
1328;TEC-CO-10000971;Hewlett Packard 310 Color Digital Copier;20;Copiers
1329;OFF-FA-10001229;Staples;17;Fasteners
1330;OFF-BI-10002437;Recycled Premium Regency Composition Covers;12;Binders
1331;OFF-PA-10004255;Xerox 219;14;Paper
1332;OFF-PA-10001184;Xerox 1903;14;Paper
1333;TEC-AC-10002637;LogitechÿVX Revolution Cordless Laser Mouse for Notebooks (Black);15;Accessories
1334;FUR-BO-10000780;O'Sullivan Plantations 2-Door Library in Landvery Oak;4;Bookcases
1335;TEC-PH-10003072;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;11;Phones
1336;TEC-MA-10000112;Panasonic KX MB2061 Multifunction Printer;19;Machines
1337;TEC-AC-10004171;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;15;Accessories
1338;FUR-TA-10002645;Hon Rectangular Conference Tables;7;Tables
1339;OFF-BI-10003784;Computer Printout Index Tabs;12;Binders
1340;OFF-BI-10001617;GBC Wire Binding Combs;12;Binders
1341;FUR-CH-10002439;Iceberg Nesting Folding Chair, 19w x 6d x 43h;5;Chairs
1342;OFF-AP-10003057;Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room;13;Appliances
1343;FUR-TA-10000849;Bevis Rectangular Conference Tables;7;Tables
1344;OFF-EN-10002973;Ampad #10 Peel & Seel Holiday Envelopes;16;Envelopes
1345;OFF-BI-10003963;Cardinal Holdit Data Disk Pockets;12;Binders
1346;OFF-LA-10000081;Avery 496;6;Labels
1347;OFF-PA-10000726;"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""";14;Paper
1348;OFF-PA-10004983;Xerox 23;14;Paper
1349;FUR-FU-10002107;Eldon Pizzaz Desk Accessories;9;Furnishings
1350;FUR-CH-10001190;Global Deluxe High-Back Office Chair in Storm;5;Chairs
1351;TEC-AC-10000682;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;15;Accessories
1352;OFF-LA-10004545;Avery 50;6;Labels
1353;OFF-SU-10002557;Fiskars Spring-Action Scissors;18;Supplies
1354;TEC-PH-10000912;Anker 24W Portable Micro USB Car Charger;11;Phones
1355;OFF-ST-10001837;SAFCO Mobile Desk Side File, Wire Frame;8;Storage
1356;OFF-AR-10001473;Newell 313;10;Art
1357;TEC-PH-10001835;Jawbone JAMBOX Wireless Bluetooth Speaker;11;Phones
1358;OFF-PA-10002245;Xerox 1895;14;Paper
1359;OFF-EN-10004483;#10 White Business Envelopes,4 1/8 x 9 1/2;16;Envelopes
1360;OFF-SU-10000151;High Speed Automatic Electric Letter Opener;18;Supplies
1361;OFF-AP-10001293;Belkin 8 Outlet Surge Protector;13;Appliances
1362;TEC-PH-10000675;Panasonic KX TS3282B Corded phone;11;Phones
1363;OFF-ST-10003470;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;8;Storage
1364;OFF-LA-10004559;Avery 49;6;Labels
1365;OFF-AP-10002651;Hoover Upright Vacuum With Dirt Cup;13;Appliances
1366;TEC-AC-10002550;Maxell 4.7GB DVD-RW 3/Pack;15;Accessories
1367;OFF-BI-10000829;Avery Non-Stick Binders;12;Binders
1368;TEC-PH-10002555;Nortel Meridian M5316 Digital phone;11;Phones
1369;FUR-BO-10003450;Bush Westfield Collection Bookcases, Dark Cherry Finish;4;Bookcases
1370;FUR-FU-10004665;3M Polarizing Task Lamp with Clamp Arm, Light Gray;9;Furnishings
1371;TEC-PH-10000369;HTC One Mini;11;Phones
1372;TEC-AC-10001590;Dell Slim USB Multimedia Keyboard;15;Accessories
1373;FUR-FU-10004909;Contemporary Wood/Metal Frame;9;Furnishings
1374;FUR-BO-10004357;O'Sullivan Living Dimensions 3-Shelf Bookcases;4;Bookcases
1375;TEC-AC-10000387;KeyTronicÿKT800P2 -ÿKeyboardÿ- Black;15;Accessories
1376;OFF-BI-10001308;GBC Standard Plastic Binding Systems' Combs;12;Binders
1377;OFF-AP-10002734;Holmes Harmony HEPA Air Purifier for 17 x 20 Room;13;Appliances
1378;FUR-FU-10004587;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;9;Furnishings
1379;TEC-PH-10004833;Macally Suction Cup Mount;11;Phones
1380;FUR-FU-10001847;Eldon Image Series Black Desk Accessories;9;Furnishings
1381;FUR-FU-10002045;"Executive Impressions 14""";9;Furnishings
1382;FUR-FU-10004671;"Executive Impressions 12"" Wall Clock";9;Furnishings
1383;FUR-TA-10003569;Bretford CR8500 Series Meeting Room Furniture;7;Tables
1384;OFF-PA-10001752;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);14;Paper
1385;TEC-MA-10003356;Panasonic KX MC6040 Color Laser Multifunction Printer;19;Machines
1386;OFF-AR-10003727;Berol Giant Pencil Sharpener;10;Art
