id;code;orderDate;shipDate;shipMode;id_customers;Customer ID
3998;US-2016-164945;22/11/2016;27/11/2016;Standard Class;403;CA-12055
3999;CA-2015-150714;26/10/2015;1/11/2015;Standard Class;121;KH-16690
4000;CA-2016-105753;20/10/2016;26/10/2016;Standard Class;785;LC-16960
4001;CA-2017-120894;28/4/2017;2/5/2017;Standard Class;692;JL-15130
4002;CA-2016-106621;29/9/2016;1/10/2016;Second Class;679;DM-12955
4003;CA-2015-107020;10/7/2015;14/7/2015;Standard Class;161;MV-18190
4004;US-2015-117492;7/8/2015;9/8/2015;First Class;375;NS-18640
4005;CA-2014-101392;7/12/2014;13/12/2014;Standard Class;358;AS-10630
4006;CA-2015-127502;10/12/2015;14/12/2015;Standard Class;364;MT-17815
4007;CA-2017-143658;8/11/2017;13/11/2017;Second Class;677;SR-20425
4008;CA-2017-133046;27/7/2017;1/8/2017;Second Class;590;DK-13375
4009;CA-2017-122798;28/12/2017;1/1/2018;Standard Class;604;SV-20935
4010;CA-2016-169663;10/3/2016;13/3/2016;First Class;564;RH-19510
4011;CA-2015-149846;22/5/2015;26/5/2015;Standard Class;767;SB-20185
4012;CA-2017-159149;17/2/2017;19/2/2017;First Class;737;CR-12820
4013;US-2017-167570;8/12/2017;15/12/2017;Standard Class;284;EG-13900
4014;CA-2017-160122;18/11/2017;23/11/2017;Standard Class;710;RD-19930
4015;CA-2016-130393;1/12/2016;3/12/2016;Second Class;623;JM-15865
4016;CA-2017-144820;3/10/2017;7/10/2017;Second Class;430;LW-16825
4017;CA-2017-101014;29/8/2017;4/9/2017;Standard Class;460;RW-19540
4018;CA-2017-105543;24/11/2017;24/11/2017;Same Day;411;BG-11695
4019;US-2017-113201;30/6/2017;5/7/2017;Standard Class;628;TT-21220
4020;US-2017-106551;22/7/2017;27/7/2017;Standard Class;519;EB-13930
4021;CA-2016-116722;11/11/2016;16/11/2016;Standard Class;222;LP-17080
4022;CA-2014-138128;9/12/2014;15/12/2014;Standard Class;225;FP-14320
4023;US-2017-150070;7/9/2017;12/9/2017;Standard Class;351;JA-15970
4024;CA-2015-137064;6/2/2015;13/2/2015;Standard Class;773;TS-21655
4025;CA-2017-157350;26/8/2017;1/9/2017;Standard Class;25;DP-13000
4026;CA-2014-127866;20/7/2014;23/7/2014;First Class;64;JD-15895
4027;CA-2015-131352;8/10/2015;13/10/2015;Standard Class;17;GH-14485
4028;CA-2015-121776;16/2/2015;21/2/2015;Standard Class;362;RD-19585
4029;CA-2016-118073;12/8/2016;16/8/2016;Standard Class;704;CS-12490
4030;CA-2014-103219;9/11/2014;13/11/2014;Standard Class;683;BF-11215
4031;CA-2016-102561;18/7/2016;22/7/2016;Standard Class;72;NK-18490
4032;CA-2016-100993;5/2/2016;10/2/2016;Standard Class;617;AZ-10750
4033;US-2014-112949;20/6/2014;27/6/2014;Standard Class;477;Co-12640
4034;US-2017-146822;9/6/2017;14/6/2017;Standard Class;166;AG-10675
4035;US-2016-131058;27/12/2016;31/12/2016;Standard Class;671;EM-14140
4036;CA-2014-167997;26/1/2014;29/1/2014;First Class;663;CA-11965
4037;CA-2017-140151;23/3/2017;25/3/2017;First Class;182;RB-19360
4038;US-2017-143770;20/3/2017;24/3/2017;Standard Class;743;RD-19720
4039;CA-2016-131296;4/10/2016;9/10/2016;Standard Class;235;MS-17830
4040;CA-2016-103464;18/11/2016;22/11/2016;Standard Class;311;PG-18820
4041;CA-2017-136238;26/12/2017;1/1/2018;Standard Class;209;KB-16240
4042;CA-2016-120803;9/3/2016;13/3/2016;Standard Class;47;RB-19465
4043;CA-2016-134138;16/2/2016;20/2/2016;Standard Class;480;JD-15790
4044;CA-2015-120915;28/9/2015;3/10/2015;Second Class;371;JJ-15445
4045;CA-2015-168207;2/11/2015;6/11/2015;Standard Class;300;LT-17110
4046;CA-2016-144148;31/7/2016;5/8/2016;Standard Class;707;AH-10690
4047;CA-2017-107174;6/11/2017;13/11/2017;Standard Class;145;AB-10060
4048;CA-2016-146150;14/2/2016;19/2/2016;Standard Class;249;FM-14380
4049;CA-2014-114125;9/7/2014;13/7/2014;Standard Class;690;GH-14410
4050;CA-2016-114944;30/1/2016;4/2/2016;Standard Class;786;HE-14800
4051;CA-2016-135965;22/9/2016;25/9/2016;First Class;450;SZ-20035
4052;CA-2017-149699;22/12/2017;24/12/2017;First Class;442;CM-12115
4053;CA-2016-166429;2/9/2016;8/9/2016;Standard Class;593;TG-21310
4054;CA-2015-112767;2/8/2015;6/8/2015;Standard Class;214;DK-12985
4055;CA-2015-119879;21/11/2015;25/11/2015;Standard Class;758;SS-20410
4056;CA-2017-155642;18/5/2017;22/5/2017;Standard Class;607;BM-11575
4057;US-2017-101721;23/7/2017;27/7/2017;Standard Class;200;MY-17380
4058;CA-2015-136728;13/9/2015;17/9/2015;Second Class;152;AG-10900
4059;CA-2016-127194;10/12/2016;16/12/2016;Standard Class;309;BW-11110
4060;CA-2015-140375;2/10/2015;5/10/2015;Second Class;496;SG-20470
4061;US-2017-155866;17/11/2017;21/11/2017;Standard Class;667;CC-12370
4062;CA-2015-141327;30/11/2015;3/12/2015;First Class;236;LR-16915
4063;CA-2015-136700;6/12/2015;11/12/2015;Second Class;107;DB-13120
4064;CA-2017-102736;5/9/2017;9/9/2017;Standard Class;432;LP-17095
4065;CA-2017-125269;24/4/2017;30/4/2017;Standard Class;579;AF-10870
4066;CA-2015-114811;8/11/2015;8/11/2015;Same Day;471;KD-16495
4067;CA-2015-122266;26/4/2015;30/4/2015;Standard Class;194;SA-20830
4068;CA-2015-141565;20/9/2015;24/9/2015;Standard Class;768;BG-11035
4069;CA-2017-128769;7/9/2017;12/9/2017;Standard Class;679;DM-12955
4070;CA-2016-116337;7/11/2016;12/11/2016;Standard Class;267;MC-17845
4071;CA-2015-120845;25/9/2015;2/10/2015;Standard Class;505;ML-17395
4072;CA-2014-120775;3/10/2014;7/10/2014;Standard Class;710;RD-19930
4073;CA-2014-152905;18/2/2014;24/2/2014;Standard Class;756;AB-10015
4074;CA-2016-104633;12/6/2016;16/6/2016;Standard Class;106;EA-14035
4075;CA-2017-104136;1/11/2017;4/11/2017;Second Class;12;SF-20065
4076;CA-2016-123050;4/4/2016;8/4/2016;Second Class;605;BC-11125
4077;CA-2016-162355;30/6/2016;2/7/2016;Second Class;59;PF-19165
4078;CA-2014-158225;22/9/2014;28/9/2014;Standard Class;340;SE-20110
4079;CA-2017-102204;1/5/2017;6/5/2017;Standard Class;171;CJ-12010
4080;CA-2017-103065;20/10/2017;20/10/2017;Same Day;691;PT-19090
4081;CA-2014-109855;1/9/2014;5/9/2014;Standard Class;24;LH-16900
4082;CA-2014-109897;12/8/2014;16/8/2014;Standard Class;573;BW-11200
4083;US-2014-143581;19/8/2014;23/8/2014;Standard Class;741;BS-11365
4084;CA-2015-129217;10/5/2015;10/5/2015;Same Day;504;DP-13390
4085;CA-2016-133816;10/5/2016;13/5/2016;Second Class;38;CS-12400
4086;CA-2015-140221;5/3/2015;9/3/2015;Second Class;334;MS-17365
4087;CA-2017-152310;12/8/2017;19/8/2017;Standard Class;730;DK-12895
4088;CA-2016-118101;26/6/2016;26/6/2016;Same Day;382;SN-20560
4089;CA-2016-100307;15/12/2016;19/12/2016;Standard Class;680;TC-21475
4090;CA-2015-138457;13/9/2015;17/9/2015;Standard Class;563;AM-10705
4091;CA-2014-131800;30/12/2014;4/1/2015;Standard Class;196;AJ-10960
4092;CA-2014-118304;29/4/2014;4/5/2014;Standard Class;348;KH-16360
4093;CA-2017-121790;30/1/2017;6/2/2017;Standard Class;432;LP-17095
4094;CA-2016-169670;25/12/2016;31/12/2016;Standard Class;556;JE-15715
4095;CA-2016-139549;20/10/2016;25/10/2016;Standard Class;502;MY-18295
4096;CA-2015-104059;13/6/2015;15/6/2015;Second Class;764;FC-14245
4097;CA-2017-164112;30/6/2017;4/7/2017;Standard Class;541;ND-18460
4098;CA-2015-143882;26/6/2015;30/6/2015;Standard Class;749;DB-13360
4099;US-2016-139262;21/2/2016;25/2/2016;Standard Class;785;LC-16960
4100;CA-2017-146192;22/4/2017;26/4/2017;Standard Class;233;BD-11725
4101;CA-2017-134810;9/5/2017;10/5/2017;First Class;205;MC-17605
4102;CA-2015-154284;21/12/2015;26/12/2015;Second Class;450;SZ-20035
4103;CA-2014-156244;12/8/2014;16/8/2014;Standard Class;724;DH-13675
4104;CA-2015-106362;11/12/2015;15/12/2015;Standard Class;63;LC-16885
4105;US-2017-168802;3/11/2017;7/11/2017;Standard Class;706;JO-15145
4106;US-2017-146906;13/3/2017;17/3/2017;Standard Class;364;MT-17815
4107;CA-2016-166380;30/5/2016;3/6/2016;Standard Class;495;EB-13750
4108;US-2015-158911;5/7/2015;11/7/2015;Standard Class;277;RS-19765
4109;US-2014-103338;11/3/2014;15/3/2014;Standard Class;580;RB-19435
4110;CA-2015-109169;20/4/2015;24/4/2015;Standard Class;221;OT-18730
4111;US-2017-167318;26/7/2017;1/8/2017;Standard Class;434;GZ-14545
4112;US-2014-120313;31/10/2014;2/11/2014;Second Class;645;NL-18310
4113;CA-2017-135419;3/11/2017;9/11/2017;Standard Class;697;BG-11740
4114;CA-2016-128671;11/8/2016;16/8/2016;Standard Class;193;MT-18070
4115;CA-2016-149335;25/7/2016;25/7/2016;Same Day;605;BC-11125
4116;CA-2014-168312;1/3/2014;7/3/2014;Standard Class;544;GW-14605
4117;US-2017-105935;26/1/2017;31/1/2017;Standard Class;215;BD-11500
4118;CA-2014-161508;12/7/2014;16/7/2014;Standard Class;392;PV-18985
4119;CA-2017-130904;11/4/2017;16/4/2017;Standard Class;32;HM-14980
4120;CA-2017-133620;13/11/2017;18/11/2017;Standard Class;192;EM-14065
4121;CA-2015-142937;5/12/2015;6/12/2015;First Class;12;SF-20065
4122;US-2016-149790;26/9/2016;1/10/2016;Standard Class;619;SC-20380
4123;CA-2016-130778;19/11/2016;25/11/2016;Standard Class;445;ND-18370
4124;CA-2017-144456;8/9/2017;9/9/2017;First Class;764;FC-14245
4125;CA-2017-103478;21/7/2017;24/7/2017;Second Class;127;KL-16555
4126;CA-2017-118577;6/10/2017;11/10/2017;Standard Class;191;XP-21865
4127;CA-2017-113572;7/11/2017;11/11/2017;Standard Class;225;FP-14320
4128;CA-2016-153269;9/3/2016;12/3/2016;First Class;520;PS-18760
4129;CA-2017-161655;13/5/2017;18/5/2017;Second Class;195;CW-11905
4130;CA-2016-101469;2/7/2016;8/7/2016;Standard Class;348;KH-16360
4131;CA-2014-153087;27/12/2014;3/1/2015;Standard Class;569;TC-20980
4132;CA-2017-135076;13/4/2017;17/4/2017;Standard Class;454;YS-21880
4133;CA-2014-161634;14/11/2014;20/11/2014;Standard Class;418;CC-12220
4134;CA-2017-141481;11/6/2017;14/6/2017;First Class;10;ZD-21925
4135;CA-2016-132549;25/11/2016;30/11/2016;Standard Class;272;JK-15370
4136;US-2014-155544;21/3/2014;25/3/2014;Standard Class;307;GM-14440
4137;US-2015-115238;30/4/2015;4/5/2015;Standard Class;479;JW-15220
4138;CA-2017-132199;3/5/2017;8/5/2017;Standard Class;636;BO-11350
4139;CA-2016-163174;26/8/2016;30/8/2016;Standard Class;191;XP-21865
4140;CA-2014-110555;11/4/2014;18/4/2014;Standard Class;515;MM-18055
4141;CA-2017-147207;2/1/2017;4/1/2017;Second Class;773;TS-21655
4142;CA-2017-137631;28/4/2017;2/5/2017;Standard Class;539;JL-15235
4143;CA-2017-157273;30/1/2017;2/2/2017;First Class;450;SZ-20035
4144;CA-2014-109918;7/9/2014;12/9/2014;Second Class;757;LR-17035
4145;CA-2016-118745;11/6/2016;16/6/2016;Standard Class;278;SV-20365
4146;CA-2016-163972;17/10/2016;21/10/2016;Standard Class;451;MG-17890
4147;CA-2014-165393;27/12/2014;30/12/2014;First Class;721;NC-18415
4148;CA-2016-113726;24/11/2016;1/12/2016;Standard Class;650;SC-20680
4149;CA-2016-152940;10/11/2016;13/11/2016;First Class;198;RO-19780
4150;CA-2015-158701;5/1/2015;10/1/2015;Standard Class;312;JL-15175
4151;CA-2017-156272;21/3/2017;27/3/2017;Standard Class;464;PW-19030
4152;CA-2015-162964;12/11/2015;18/11/2015;Standard Class;752;MF-18250
4153;CA-2014-103527;9/9/2014;14/9/2014;Second Class;418;CC-12220
4154;CA-2016-134544;17/3/2016;19/3/2016;Second Class;664;AC-10660
4155;CA-2016-163048;8/2/2016;15/2/2016;Standard Class;776;MH-17440
4156;CA-2016-145135;26/11/2016;28/11/2016;First Class;523;CD-12790
4157;CA-2017-137582;4/9/2017;8/9/2017;Standard Class;52;CV-12805
4158;CA-2015-149601;28/5/2015;3/6/2015;Standard Class;578;TB-21625
4159;CA-2014-139423;1/11/2014;5/11/2014;Standard Class;376;DG-13300
4160;CA-2016-102596;27/12/2016;30/12/2016;First Class;280;RD-19810
4161;CA-2017-153227;4/12/2017;6/12/2017;First Class;295;CS-12250
4162;CA-2017-110625;23/12/2017;30/12/2017;Standard Class;675;JB-16045
4163;CA-2016-142594;1/12/2016;6/12/2016;Second Class;413;EJ-14155
4164;CA-2014-152254;30/6/2014;30/6/2014;Same Day;380;BD-11620
4165;US-2014-120236;3/9/2014;4/9/2014;First Class;281;MR-17545
4166;CA-2017-120061;2/11/2017;7/11/2017;Second Class;677;SR-20425
4167;CA-2015-133837;13/4/2015;18/4/2015;Standard Class;514;TH-21100
4168;CA-2015-110814;5/12/2015;9/12/2015;Second Class;632;BD-11635
4169;CA-2016-154067;1/2/2016;7/2/2016;Standard Class;417;SM-20950
4170;CA-2017-140480;8/7/2017;12/7/2017;Standard Class;786;HE-14800
4171;CA-2015-134082;11/12/2015;17/12/2015;Standard Class;83;JK-15640
4172;CA-2016-130820;15/11/2016;15/11/2016;Same Day;22;ON-18715
4173;CA-2016-159765;9/5/2016;12/5/2016;Second Class;514;TH-21100
4174;CA-2017-132290;10/3/2017;14/3/2017;Standard Class;199;MD-17350
4175;CA-2016-147109;17/12/2016;21/12/2016;Standard Class;341;AH-10075
4176;CA-2017-107265;6/4/2017;12/4/2017;Standard Class;530;ML-17755
4177;CA-2017-118199;9/5/2017;11/5/2017;First Class;698;LB-16795
4178;CA-2017-150091;12/10/2017;16/10/2017;Standard Class;74;NP-18670
4179;CA-2016-137652;28/8/2016;30/8/2016;First Class;495;EB-13750
4180;CA-2015-128356;2/10/2015;7/10/2015;Standard Class;262;RP-19390
4181;CA-2017-167017;23/11/2017;25/11/2017;First Class;420;DC-12850
4182;US-2017-132220;12/11/2017;16/11/2017;Standard Class;138;DJ-13510
4183;CA-2016-118129;19/12/2016;21/12/2016;Second Class;53;CL-12565
4184;US-2014-113124;30/3/2014;5/4/2014;Standard Class;397;NC-18340
4185;CA-2017-155621;8/11/2017;13/11/2017;Standard Class;635;KN-16450
4186;US-2014-127635;14/9/2014;18/9/2014;Second Class;610;SC-20260
4187;CA-2015-151470;20/9/2015;26/9/2015;Standard Class;563;AM-10705
4188;CA-2015-112823;10/12/2015;16/12/2015;Standard Class;363;RA-19945
4189;CA-2014-108861;28/5/2014;1/6/2014;Standard Class;571;MM-17260
4190;CA-2017-114370;14/3/2017;17/3/2017;Second Class;273;BN-11470
4191;CA-2016-158302;8/12/2016;12/12/2016;Second Class;675;JB-16045
4192;CA-2017-145779;6/5/2017;10/5/2017;Standard Class;141;DB-13615
4193;US-2016-155173;6/3/2016;10/3/2016;Standard Class;675;JB-16045
4194;CA-2017-125451;23/10/2017;24/10/2017;First Class;341;AH-10075
4195;CA-2014-131387;28/4/2014;30/4/2014;First Class;483;AI-10855
4196;CA-2016-125087;18/4/2016;23/4/2016;Standard Class;765;TH-21115
4197;CA-2016-154081;22/5/2016;29/5/2016;Standard Class;532;JE-15610
4198;US-2017-118556;28/5/2017;2/6/2017;Second Class;261;TH-21235
4199;CA-2014-126200;25/8/2014;29/8/2014;Standard Class;556;JE-15715
4200;CA-2014-146500;30/8/2014;4/9/2014;Standard Class;248;AT-10735
4201;CA-2015-169537;3/9/2015;7/9/2015;Second Class;582;JH-15820
4202;CA-2014-100881;28/3/2014;1/4/2014;Standard Class;661;DR-12940
4203;CA-2015-144043;10/5/2015;15/5/2015;Standard Class;270;AB-10165
4204;CA-2015-116512;9/4/2015;14/4/2015;Standard Class;499;MC-18100
4205;CA-2015-101000;9/4/2015;14/4/2015;Standard Class;491;IG-15085
4206;CA-2016-168557;19/9/2016;23/9/2016;Standard Class;396;FH-14275
4207;US-2016-164196;11/11/2016;17/11/2016;Standard Class;156;AS-10285
4208;US-2017-132031;23/4/2017;27/4/2017;Standard Class;44;PN-18775
4209;CA-2015-169733;22/10/2015;26/10/2015;Second Class;422;GM-14500
4210;CA-2017-169404;9/4/2017;14/4/2017;Standard Class;545;NC-18625
4211;CA-2017-134880;27/10/2017;1/11/2017;Standard Class;70;TW-21025
4212;CA-2015-145758;30/10/2015;30/10/2015;Same Day;293;BF-11020
4213;CA-2017-158736;18/12/2017;24/12/2017;Standard Class;500;TT-21460
4214;US-2016-119270;12/3/2016;16/3/2016;Standard Class;574;SW-20245
4215;CA-2014-109890;21/7/2014;27/7/2014;Standard Class;311;PG-18820
4216;CA-2016-138583;24/5/2016;28/5/2016;Standard Class;504;DP-13390
4217;US-2017-118535;11/2/2017;15/2/2017;Standard Class;138;DJ-13510
4218;CA-2016-126284;20/9/2016;24/9/2016;Standard Class;634;EN-13780
4219;CA-2017-142391;24/9/2017;24/9/2017;Same Day;172;PB-19150
4220;CA-2017-124716;27/3/2017;31/3/2017;Standard Class;787;BD-11560
4221;CA-2016-158841;2/2/2016;4/2/2016;Second Class;340;SE-20110
4222;CA-2017-106824;7/7/2017;11/7/2017;Standard Class;248;AT-10735
4223;CA-2015-109190;23/10/2015;28/10/2015;Standard Class;531;CC-12685
4224;CA-2016-143154;2/12/2016;8/12/2016;Standard Class;128;AS-10225
4225;CA-2014-169061;5/3/2014;8/3/2014;Second Class;493;AB-10150
4226;CA-2015-102316;1/3/2015;3/3/2015;Second Class;705;DH-13075
4227;CA-2014-164903;20/2/2014;24/2/2014;Standard Class;257;SR-20740
4228;CA-2016-109400;2/5/2016;6/5/2016;Standard Class;750;NR-18550
4229;CA-2016-130400;8/3/2016;12/3/2016;Standard Class;320;SJ-20125
4230;CA-2015-135853;11/12/2015;14/12/2015;First Class;223;CA-12775
4231;CA-2016-103359;22/12/2016;26/12/2016;Standard Class;63;LC-16885
4232;CA-2016-144645;2/2/2016;8/2/2016;Standard Class;375;NS-18640
4233;CA-2017-141614;5/6/2017;9/6/2017;Standard Class;375;NS-18640
4234;CA-2015-122168;21/8/2015;26/8/2015;Standard Class;429;HG-14965
4235;CA-2016-132899;7/4/2016;11/4/2016;Standard Class;228;SF-20200
4236;CA-2017-149720;4/6/2017;7/6/2017;Second Class;192;EM-14065
4237;CA-2017-118003;4/12/2017;10/12/2017;Standard Class;771;DO-13645
4238;CA-2016-141887;11/1/2016;15/1/2016;Standard Class;89;MP-17470
4239;US-2016-160206;1/4/2016;7/4/2016;Standard Class;502;MY-18295
4240;CA-2017-133074;21/9/2017;25/9/2017;Standard Class;141;DB-13615
4241;CA-2017-161172;16/3/2017;16/3/2017;Same Day;728;SP-20920
4242;CA-2017-137624;10/11/2017;17/11/2017;Standard Class;468;ME-17320
4243;CA-2016-156748;30/11/2016;6/12/2016;Standard Class;95;BS-11755
4244;CA-2015-169677;13/1/2015;15/1/2015;Second Class;755;KS-16300
4245;US-2014-163146;16/5/2014;20/5/2014;Standard Class;694;CC-12475
4246;CA-2015-157343;7/6/2015;11/6/2015;Standard Class;788;HD-14785
4247;CA-2017-147354;9/3/2017;13/3/2017;Standard Class;42;KB-16315
4248;CA-2015-157287;22/12/2015;23/12/2015;First Class;404;HR-14830
4249;CA-2014-137575;6/8/2014;11/8/2014;Standard Class;578;TB-21625
4250;CA-2016-119074;27/3/2016;31/3/2016;Standard Class;104;DS-13180
4251;CA-2015-149566;5/12/2015;10/12/2015;Standard Class;335;GB-14530
4252;CA-2015-126186;11/9/2015;12/9/2015;First Class;335;GB-14530
4253;CA-2015-121132;17/7/2015;24/7/2015;Standard Class;147;VB-21745
4254;CA-2014-140473;30/5/2014;3/6/2014;Standard Class;467;MC-17425
4255;US-2017-102904;13/11/2017;20/11/2017;Standard Class;91;CB-12025
4256;CA-2016-102092;9/12/2016;11/12/2016;First Class;401;PM-18940
4257;CA-2015-117884;22/3/2015;22/3/2015;Same Day;291;DC-13285
4258;CA-2016-132829;23/12/2016;26/12/2016;Second Class;157;LA-16780
4259;CA-2016-123540;2/4/2016;6/4/2016;Second Class;250;DJ-13420
4260;US-2017-108315;30/4/2017;4/5/2017;Standard Class;415;MH-18115
4261;CA-2016-134110;17/11/2016;18/11/2016;First Class;768;BG-11035
4262;US-2016-136581;10/11/2016;12/11/2016;First Class;278;SV-20365
4263;CA-2016-162390;6/12/2016;12/12/2016;Standard Class;318;DP-13105
4264;CA-2016-162222;3/4/2016;3/4/2016;Same Day;257;SR-20740
4265;CA-2014-121629;28/11/2014;2/12/2014;Standard Class;538;BT-11680
4266;CA-2015-164623;20/10/2015;22/10/2015;First Class;475;MS-17770
4267;CA-2014-159849;19/9/2014;19/9/2014;Same Day;83;JK-15640
4268;CA-2017-101273;27/8/2017;30/8/2017;Second Class;462;ST-20530
4269;CA-2017-106747;3/7/2017;4/7/2017;First Class;701;TS-21505
4270;CA-2017-146164;22/12/2017;26/12/2017;Standard Class;497;CM-12190
4271;CA-2016-111605;27/12/2016;2/1/2017;Standard Class;528;JW-15955
4272;CA-2014-130673;20/5/2014;22/5/2014;Second Class;566;MC-17590
4273;CA-2014-104808;4/2/2014;8/2/2014;Second Class;776;MH-17440
4274;US-2017-132927;9/12/2017;15/12/2017;Standard Class;743;RD-19720
4275;CA-2017-162015;11/7/2017;18/7/2017;Standard Class;209;KB-16240
4276;CA-2015-138492;15/5/2015;22/5/2015;Standard Class;713;FC-14335
4277;CA-2017-145338;29/1/2017;1/2/2017;First Class;421;BD-11770
4278;CA-2017-126676;29/9/2017;1/10/2017;First Class;93;FH-14365
4279;CA-2017-101700;23/4/2017;26/4/2017;First Class;3;SO-20335
4280;CA-2017-159667;9/11/2017;13/11/2017;Standard Class;328;PM-19135
4281;CA-2014-111934;5/5/2014;7/5/2014;First Class;242;GD-14590
4282;US-2016-117387;27/10/2016;31/10/2016;Standard Class;51;PA-19060
4283;CA-2014-141110;26/11/2014;1/12/2014;Standard Class;625;LS-17200
4284;US-2014-133949;31/12/2014;31/12/2014;Same Day;312;JL-15175
4285;US-2016-116365;3/1/2016;8/1/2016;Standard Class;120;CA-12310
4286;CA-2017-162936;18/8/2017;22/8/2017;Standard Class;381;CM-12160
4287;CA-2014-151946;4/6/2014;9/6/2014;Standard Class;591;BT-11440
4288;CA-2017-123624;13/11/2017;17/11/2017;Second Class;340;SE-20110
4289;CA-2016-146437;28/1/2016;1/2/2016;Second Class;429;HG-14965
4290;CA-2016-138233;9/11/2016;14/11/2016;Standard Class;59;PF-19165
4291;CA-2016-165918;10/9/2016;14/9/2016;Standard Class;421;BD-11770
4292;CA-2017-117513;3/3/2017;8/3/2017;Standard Class;388;BT-11395
4293;CA-2017-132437;8/9/2017;13/9/2017;Second Class;314;EM-14095
4294;US-2017-119319;6/11/2017;9/11/2017;Second Class;703;LC-17050
4295;CA-2017-104318;13/5/2017;18/5/2017;Standard Class;396;FH-14275
4296;US-2016-114230;27/11/2016;1/12/2016;Standard Class;633;CM-12235
4297;CA-2015-136147;13/11/2015;18/11/2015;Standard Class;249;FM-14380
4298;CA-2015-156118;8/12/2015;12/12/2015;Standard Class;429;HG-14965
4299;CA-2015-164084;7/9/2015;12/9/2015;Standard Class;133;AG-10525
4300;CA-2016-107783;28/7/2016;29/7/2016;First Class;221;OT-18730
4301;CA-2017-159793;25/8/2017;29/8/2017;Standard Class;278;SV-20365
4302;CA-2014-160094;30/4/2014;2/5/2014;First Class;595;JM-16195
4303;CA-2017-151281;27/4/2017;2/5/2017;Standard Class;32;HM-14980
4304;CA-2017-118346;23/7/2017;24/7/2017;First Class;179;PO-19180
4305;CA-2014-129819;13/12/2014;15/12/2014;Second Class;170;KC-16675
4306;US-2017-148551;12/1/2017;16/1/2017;Standard Class;107;DB-13120
4307;CA-2017-147767;2/12/2017;2/12/2017;Same Day;604;SV-20935
4308;CA-2015-108259;8/11/2015;15/11/2015;Standard Class;375;NS-18640
4309;CA-2016-113341;25/11/2016;29/11/2016;Standard Class;709;MH-17455
4310;US-2015-131842;5/12/2015;8/12/2015;First Class;646;RR-19525
4311;CA-2016-164574;29/7/2016;3/8/2016;Standard Class;654;RH-19555
4312;CA-2014-142769;13/9/2014;13/9/2014;Same Day;262;RP-19390
4313;CA-2016-168361;21/6/2016;25/6/2016;Standard Class;34;KB-16600
4314;CA-2016-153185;3/9/2016;8/9/2016;Standard Class;589;MH-17620
4315;CA-2017-124765;25/11/2017;30/11/2017;Standard Class;522;HZ-14950
4316;CA-2015-131856;12/5/2015;17/5/2015;Standard Class;507;JG-15160
4317;CA-2017-126634;30/3/2017;1/4/2017;Second Class;270;AB-10165
4318;CA-2016-118500;17/11/2016;18/11/2016;First Class;708;HJ-14875
4319;CA-2016-163951;30/12/2016;2/1/2017;First Class;789;CJ-11875
4320;CA-2016-149916;22/12/2016;24/12/2016;Second Class;526;ED-13885
4321;CA-2015-158918;20/12/2015;25/12/2015;Second Class;483;AI-10855
4322;US-2014-159611;27/12/2014;1/1/2015;Second Class;42;KB-16315
4323;CA-2017-163265;16/2/2017;21/2/2017;Standard Class;560;JS-16030
4324;CA-2017-141705;24/10/2017;26/10/2017;First Class;139;PO-18850
4325;CA-2016-112739;2/9/2016;7/9/2016;Second Class;280;RD-19810
4326;CA-2016-143805;1/12/2016;3/12/2016;Second Class;64;JD-15895
4327;CA-2014-133634;5/11/2014;10/11/2014;Standard Class;257;SR-20740
4328;CA-2017-101665;25/11/2017;1/12/2017;Standard Class;357;TZ-21580
4329;CA-2016-155446;16/12/2016;23/12/2016;Standard Class;185;TN-21040
4330;CA-2017-137323;14/11/2017;18/11/2017;Second Class;464;PW-19030
4331;CA-2016-144015;26/6/2016;26/6/2016;Same Day;341;AH-10075
4332;CA-2014-101427;26/12/2014;30/12/2014;Standard Class;673;AY-10555
4333;CA-2016-136770;14/8/2016;18/8/2016;Standard Class;71;SP-20650
4334;CA-2016-118311;24/10/2016;28/10/2016;Standard Class;526;ED-13885
4335;US-2014-112795;23/8/2014;28/8/2014;Second Class;129;CR-12625
4336;CA-2017-127096;15/9/2017;17/9/2017;Second Class;38;CS-12400
4337;CA-2017-119284;15/6/2017;20/6/2017;Standard Class;132;TS-21205
4338;CA-2015-133494;1/3/2015;5/3/2015;Standard Class;262;RP-19390
4339;CA-2016-111318;23/7/2016;26/7/2016;First Class;583;IL-15100
4340;US-2014-132745;1/10/2014;5/10/2014;Standard Class;740;NF-18475
4341;CA-2014-146815;8/9/2014;13/9/2014;Standard Class;453;PP-18955
4342;CA-2014-119144;16/11/2014;18/11/2014;First Class;252;JD-16150
4343;CA-2014-105648;3/3/2014;7/3/2014;Standard Class;413;EJ-14155
4344;US-2015-145422;3/12/2015;7/12/2015;Standard Class;618;PW-19240
4345;CA-2017-136623;11/7/2017;16/7/2017;Standard Class;748;TS-21430
4346;CA-2017-121678;16/11/2017;20/11/2017;Second Class;313;BM-11650
4347;CA-2016-120824;12/6/2016;16/6/2016;Second Class;586;AW-10930
4348;US-2016-135209;29/12/2016;31/12/2016;Second Class;763;MH-17290
4349;CA-2017-148145;18/3/2017;23/3/2017;Standard Class;350;SW-20275
4350;CA-2015-103870;27/12/2015;31/12/2015;Standard Class;134;SP-20860
4351;CA-2015-111017;31/7/2015;6/8/2015;Standard Class;282;SC-20695
